name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"10.9085,76.9098",8/4/2015,32,23,26.6,35.1,23,27.7,21.3,74.7,0,0,0,,0,0,47.5,24.1,203.7,1010.1,40,5.7,235.3,20.5,8,,2015-08-04T06:11:07,2015-08-04T18:45:46,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/5/2015,33,23,26.7,37,23,27.8,21.4,74.7,0,0,0,,0,0,51.1,24.1,201.9,1010.2,39.9,5.4,205.7,17.7,9,,2015-08-05T06:11:15,2015-08-05T18:45:26,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/6/2015,34,23,27.2,35.6,23,28,20.7,70.3,0,0,0,,0,0,47.9,25.9,208.2,1008.9,30.1,5.8,249.5,21.6,8,,2015-08-06T06:11:23,2015-08-06T18:45:06,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/7/2015,33,23.9,26.7,36.1,23.9,27.6,21.5,74.8,0,0,0,,0,0,47.5,24.1,202.3,1009,35.4,5.7,218.2,18.9,8,,2015-08-07T06:11:30,2015-08-07T18:44:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/8/2015,33.1,23,26.9,35.4,23,27.8,21.2,73.3,0,0,0,,0,0,51.5,25.9,202.8,1008.6,36.1,5.4,251.1,21.7,8,,2015-08-08T06:11:37,2015-08-08T18:44:23,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/9/2015,32,23,26.9,35.9,23,28.1,21.7,74.9,0,0,0,,0,0,46.1,29.5,198.1,1007,51.1,5.2,220.9,19.2,8,,2015-08-09T06:11:44,2015-08-09T18:44:00,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/10/2015,31,23,26.2,33.7,23,27.1,21.9,78.3,0,0,0,,0,0,50,24.1,195.6,1006.8,48.1,5.7,170.4,14.8,8,,2015-08-10T06:11:50,2015-08-10T18:43:37,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/11/2015,33.1,23.9,27,36.2,23.9,28.3,21.8,74.5,0,0,0,,0,0,51.5,25.9,198.1,1008.3,46.6,5.5,207,17.8,8,,2015-08-11T06:11:56,2015-08-11T18:43:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/12/2015,30.5,23,26.1,33.3,23,27,21.7,78.1,0.2,100,4.17,rain,0,0,49.7,24.1,206.4,1009.5,57.9,5,174.1,15,7,,2015-08-12T06:12:01,2015-08-12T18:42:48,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/13/2015,32,24,26.8,35.6,24,28.2,22.1,76.8,0,0,0,,0,0,46.4,130.5,200.5,1009.1,52.5,5.6,180.9,15.5,7,,2015-08-13T06:12:06,2015-08-13T18:42:23,0.95,Partially cloudy,Partly cloudy throughout the day.,wind,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/14/2015,33.1,23.2,26.9,36,23.2,28.2,22,76.4,0.1,100,4.17,rain,0,0,39.6,25.9,192.9,1009.2,54.1,5.2,220.6,19.1,7,,2015-08-14T06:12:10,2015-08-14T18:41:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/15/2015,34,24,27.5,37.3,24,28.8,22,74.2,0,0,0,,0,0,41.8,25.9,191.6,1009.8,56.4,5.5,244.9,20.9,9,,2015-08-15T06:12:15,2015-08-15T18:41:29,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/16/2015,32,22.7,26.4,34.9,22.7,27.4,22,78.4,22,100,8.33,rain,0,0,29.5,22.3,184.4,1011.2,65.6,5.1,175.8,15.1,7,,2015-08-16T06:12:18,2015-08-16T18:41:02,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/17/2015,32,23,26.5,34.9,23,27.8,22.5,80.8,3.8,100,8.33,rain,0,0,30.2,14.8,183.8,1009.6,69.3,4.9,218.9,18.8,9,,2015-08-17T06:12:22,2015-08-17T18:40:34,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/18/2015,34,24,27.8,37.3,24,29.5,22.6,75.7,0,0,0,,0,0,22,14.8,116.1,1009.7,57.7,4.3,244.4,20.9,9,,2015-08-18T06:12:25,2015-08-18T18:40:05,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,43317099999"
"10.9085,76.9098",8/19/2015,34,24,27.9,36.9,24,29.7,22.4,74.1,0.1,100,4.17,rain,0,0,30.6,22.3,192.9,1010.6,68.8,5.2,244.4,21.2,9,,2015-08-19T06:12:27,2015-08-19T18:39:35,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/20/2015,34,24.2,28.8,36.3,24.2,29.9,20.3,62,0,0,0,,0,0,41,24.1,206.3,1011.3,37.1,6.4,253.7,22,8,,2015-08-20T06:12:30,2015-08-20T18:39:05,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote"
"10.9085,76.9098",8/21/2015,32,24.4,27.4,34.6,24.4,28.6,21,69.2,1,100,4.17,rain,0,0,47.9,25.9,206.2,1011.4,65,5.7,206.1,17.8,7,,2015-08-21T06:12:32,2015-08-21T18:38:34,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/22/2015,30,23,25.7,34.1,23,26.7,22.3,82.5,0.1,100,4.17,rain,0,0,32.4,20.5,190.5,1011,89.1,5.2,109.6,9.3,5,,2015-08-22T06:12:33,2015-08-22T18:38:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/23/2015,32,23,25.5,35.8,23,26.3,22.2,82.7,10,100,4.17,rain,0,0,41.8,24.1,188.8,1010.9,75.2,4.8,145.8,12.5,5,,2015-08-23T06:12:34,2015-08-23T18:37:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/24/2015,31,23,26.6,33.8,23,27.8,21.7,76,0.3,100,4.17,rain,0,0,38.9,22.3,190.8,1011.3,55.5,5.3,251.5,21.9,8,,2015-08-24T06:12:35,2015-08-24T18:36:59,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/25/2015,33,23,26.7,35.3,23,27.6,21.5,74.8,0,0,0,,0,0,43.2,24.1,189.5,1010.5,35.3,5.6,275.8,23.9,10,,2015-08-25T06:12:36,2015-08-25T18:36:26,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/26/2015,33,22,26.5,35.3,22,27.3,21.2,74.8,0,0,0,,0,0,41,25.9,193.6,1009.4,43.4,5.9,238.4,20.6,9,,2015-08-26T06:12:36,2015-08-26T18:35:53,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/27/2015,32.1,23,26.7,33.6,23,27.3,20.3,69.8,0,0,0,,0,0,50,24.1,198.1,1009,42.7,5.2,245.4,21.2,8,,2015-08-27T06:12:36,2015-08-27T18:35:19,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,43317099999"
"10.9085,76.9098",8/28/2015,33,23,27,36.1,23,28.1,21.1,71.9,0,0,0,,0,0,45.4,25.9,194.9,1009.5,31.9,6,278.9,24.4,10,,2015-08-28T06:12:35,2015-08-28T18:34:44,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",8/29/2015,34.2,23.9,27.5,37.4,23.9,28.8,21.6,72.1,0,0,0,,0,0,45,24.1,207.2,1009.2,42.3,5.6,268.6,23.3,9,,2015-08-29T06:12:35,2015-08-29T18:34:10,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote"
"10.9085,76.9098",8/30/2015,33.8,23,27.7,36.1,23,29,21.2,69.9,0,0,0,,0,0,46.1,25.9,193.7,1010.2,30.6,5.6,266.1,23.1,9,,2015-08-30T06:12:34,2015-08-30T18:33:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999"
"10.9085,76.9098",8/31/2015,34,24,27.6,36.9,24,28.8,21.4,71.2,0,0,0,,0,0,39.6,24.1,193.2,1010.7,38.5,5.3,258.2,22.2,9,,2015-08-31T06:12:33,2015-08-31T18:32:59,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/1/2015,33.8,24,27.6,36.1,24,28.9,21.9,73,0,0,0,,0,0,41,22.3,194.3,1009.6,45.4,5.7,269.9,23.2,9,,2015-09-01T06:12:31,2015-09-01T18:32:23,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/2/2015,33,24,27.8,35.4,24,29.1,22,73,0,0,0,,0,0,39.6,24.1,187,1009.1,57.8,5,273.6,23.4,9,,2015-09-02T06:12:30,2015-09-02T18:31:47,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/3/2015,33,24.1,28,36,24.1,29.6,22.1,72.5,0.1,100,4.17,rain,0,0,33.1,16.6,204.9,1009.7,74.1,5,229.5,19.9,8,,2015-09-03T06:12:28,2015-09-03T18:31:10,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/4/2015,35,25.1,28.3,37.7,25.1,29.6,21.9,70.3,1,100,4.17,rain,0,0,39.2,22.3,200.2,1011.5,68.7,5.2,250.1,21.6,9,,2015-09-04T06:12:26,2015-09-04T18:30:33,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/5/2015,33,24.2,27.7,36.1,24.2,29.5,22.7,75.4,4,100,8.33,rain,0,0,30.2,16.6,202.6,1012.4,74.4,4.4,180.1,15.6,6,,2015-09-05T06:12:23,2015-09-05T18:29:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43321099999,remote"
"10.9085,76.9098",9/6/2015,33,23.9,27.6,35.3,23.9,28.9,21.6,71.5,2.6,100,25,rain,0,0,41.4,25.9,205.7,1012.3,64.6,5.3,199.5,17,7,,2015-09-06T06:12:21,2015-09-06T18:29:18,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/7/2015,31.2,24.3,27.2,33.7,24.3,28.1,20.7,68.5,0.2,100,4.17,rain,0,0,45.4,25.9,199.6,1012.7,79,5.1,151.3,13,6,,2015-09-07T06:12:18,2015-09-07T18:28:40,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/8/2015,30.2,23.8,27,30.9,23.8,27.5,19.4,64,0.5,100,8.33,rain,0,0,46.8,25.9,223,1012.3,68.7,5.5,126.6,10.9,5,,2015-09-08T06:12:15,2015-09-08T18:28:02,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/9/2015,32.1,23.8,27.3,33.5,23.8,28.1,20.4,67.6,0,0,0,,0,0,50,25.9,208.5,1011.9,47.5,6.8,180.6,15.7,6,,2015-09-09T06:12:12,2015-09-09T18:27:24,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOCB,43321099999,43317099999"
"10.9085,76.9098",9/10/2015,33,23,27.5,34.6,23,28.4,20.3,67,0,0,0,,0,0,50.4,24.1,200.5,1011.4,48.5,5.7,241.9,20.9,9,,2015-09-10T06:12:09,2015-09-10T18:26:45,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/11/2015,33.8,24,27.9,34.9,24,28.8,20.4,65.8,0,0,0,,0,0,51.5,28,203.2,1010.7,41.9,5.8,265.6,23,10,,2015-09-11T06:12:06,2015-09-11T18:26:06,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/12/2015,33,23.6,27.5,35.3,23.6,28.4,20.8,68.8,0,0,0,,0,0,52.6,27.7,209.2,1010.7,53.5,6.2,236.5,20.5,8,,2015-09-12T06:12:03,2015-09-12T18:25:27,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/13/2015,33.9,24,28,34.5,24,28.7,20.2,65.7,0,0,0,,0,0,48.2,25.9,207.1,1011.4,32.5,7.3,263.1,22.9,9,,2015-09-13T06:12:00,2015-09-13T18:24:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/14/2015,33,24,27.5,33.5,24,27.8,18.8,61.3,0,0,0,,0,0,46.8,24.1,215.6,1011,40.9,5.4,250.6,21.7,8,,2015-09-14T06:11:56,2015-09-14T18:24:09,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/15/2015,33,24,27.4,33,24,27.8,19,62.3,0,0,0,,0,0,58.7,27.7,210.6,1009.6,36.8,6.2,213.6,18.4,8,,2015-09-15T06:11:53,2015-09-15T18:23:30,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/16/2015,33,23.1,27.4,34.6,23.1,28,20.3,68,0,0,0,,0,0,45.4,27.7,219.7,1007.5,53,6.1,246.9,21.1,8,,2015-09-16T06:11:49,2015-09-16T18:22:51,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/17/2015,33,23.9,27.1,36.1,23.9,28.4,21.7,74.1,0,0,0,,0,0,50.4,27.7,195.4,1007,37.1,6.2,217.8,18.8,8,,2015-09-17T06:11:46,2015-09-17T18:22:11,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/18/2015,33,24,27.4,36.1,24,28.5,21.8,73.5,0,0,0,,0,0,47.2,25.9,200.2,1007.4,40.6,5.9,238.2,20.5,8,,2015-09-18T06:11:43,2015-09-18T18:21:32,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/19/2015,31.2,23,27,33.9,23,28.2,21.6,73.5,0,0,0,,0,0,45,25.9,193.9,1008.2,57.3,5.5,214.5,18.6,8,,2015-09-19T06:11:39,2015-09-19T18:20:53,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/20/2015,32,24,27.1,34.2,24,28,21.1,71.1,0,0,0,,0,0,51.5,25.9,204.1,1008.6,55.3,5.3,199.1,17,7,,2015-09-20T06:11:36,2015-09-20T18:20:13,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/21/2015,33.7,23.8,27.8,35.4,23.8,28.7,20.6,67.4,0,0,0,,0,0,40.7,24.1,189.6,1009,32.5,5.7,275,23.8,10,,2015-09-21T06:11:32,2015-09-21T18:19:34,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/22/2015,34,23.9,27.9,35.8,23.9,29,21,68.5,0,0,0,,0,0,40,24.1,194.5,1009.5,30.5,5.6,247.7,21.4,9,,2015-09-22T06:11:29,2015-09-22T18:18:55,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,43317099999"
"10.9085,76.9098",9/23/2015,35.1,24,28.7,37.7,24,30.3,21.1,65.9,0,0,0,,0,0,37.1,22.3,189,1010.5,24,5.7,237,20.3,9,,2015-09-23T06:11:26,2015-09-23T18:18:16,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/24/2015,36,24,27.8,38.9,24,29.6,22.3,73.7,5,100,8.33,rain,0,0,32.8,18.4,182,1010.4,67.4,5,214.9,18.4,8,,2015-09-24T06:11:23,2015-09-24T18:17:37,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/25/2015,35,23,28.2,37.7,23,29.9,21.9,71.9,0,0,0,,0,0,37.1,18.4,183.3,1009.5,42.6,5.6,256.9,22.3,9,,2015-09-25T06:11:20,2015-09-25T18:16:58,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/26/2015,33,25,27.3,40.6,25,29.2,23.3,79.4,11,100,4.17,rain,0,0,34.9,20.5,195.2,1009.4,37,5.2,252.1,21.9,9,,2015-09-26T06:11:17,2015-09-26T18:16:19,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/27/2015,33,23,26.9,36.5,23,28,22.3,78,22,100,4.17,rain,0,0,32.4,18.4,190.5,1009.7,61.3,4.8,237.3,20.6,9,,2015-09-27T06:11:15,2015-09-27T18:15:41,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/28/2015,33,22,26,35.3,22,26.8,21.3,78.3,47,100,12.5,rain,0,0,33.5,18.4,160.8,1009.2,68.3,6,193.1,16.5,7,,2015-09-28T06:11:12,2015-09-28T18:15:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/29/2015,32.9,23,25.8,36.9,23,27,22.4,83,11,100,8.33,rain,0,0,27,14.8,120.4,1008.8,70.5,3.9,193.4,16.7,7,,2015-09-29T06:11:10,2015-09-29T18:14:24,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",9/30/2015,30.8,22,25.8,33.6,22,26.7,22,80.6,8,100,4.17,rain,0,0,28.8,16.6,58.8,1010.4,70.2,4.8,176.5,15.2,7,,2015-09-30T06:11:08,2015-09-30T18:13:46,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/1/2015,32.2,24,27.4,35.3,24,28.6,22.3,75.7,0.1,100,4.17,rain,0,0,24.1,13,99.4,1011.3,70.1,5.1,165.3,14.2,6,,2015-10-01T06:11:06,2015-10-01T18:13:08,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/2/2015,33.1,23.9,27.7,35.3,23.9,28.9,21.6,71.3,0,0,0,,0,0,42.5,24.1,200.6,1013,33.1,6.2,218.7,18.9,8,,2015-10-02T06:11:05,2015-10-02T18:12:31,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/3/2015,30,24,26.5,33.3,24,27.7,22.1,77.4,0,0,0,,0,0,39.6,22.3,196.9,1013.5,47,6.3,202.6,17.5,8,,2015-10-03T06:11:04,2015-10-03T18:11:54,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/4/2015,32,23,25.9,36.8,23,27,22.8,83.9,1,100,4.17,rain,0,0,37.4,22.3,188.2,1013.1,68.2,4.9,146.3,12.7,6,,2015-10-04T06:11:03,2015-10-04T18:11:18,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOCB,43321099999,remote"
"10.9085,76.9098",10/5/2015,30,23,25.4,34.1,23,26.3,22.7,85.6,6,100,8.33,rain,0,0,32.4,22.3,191.4,1012.3,88.8,4.6,103.6,8.9,4,,2015-10-05T06:11:02,2015-10-05T18:10:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43321099999,43317099999"
"10.9085,76.9098",10/6/2015,32,22.7,26,35.8,22.7,27.1,21.8,78.6,0.2,100,4.17,rain,0,0,41,24.1,195.2,1010.9,72.5,6.1,188.5,16.3,8,,2015-10-06T06:11:02,2015-10-06T18:10:05,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/7/2015,33,23,27.2,36.1,23,28.4,20.9,70,0,0,0,,0,0,43.6,27.7,208.3,1010.7,39.6,7.3,242.6,21,9,,2015-10-07T06:11:02,2015-10-07T18:09:30,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/8/2015,31.2,24.1,27.5,33.7,24.1,28.4,20.2,65.8,0,0,0,,0,0,48.6,24.1,222.5,1011.2,37.2,7.2,224.3,19.4,8,,2015-10-08T06:11:02,2015-10-08T18:08:55,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/9/2015,31,24.8,27.6,34.6,24.8,28.9,20.7,66.7,0,0,0,,0,0,49.7,24.1,220.4,1011.4,35.1,7.6,199.4,17.3,8,,2015-10-09T06:11:03,2015-10-09T18:08:20,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,43317099999"
"10.9085,76.9098",10/10/2015,32,25,27.6,34.9,25,28.8,20.5,65.8,0,0,0,,0,0,47.2,25.9,210.1,1011.8,32.7,7.5,212.6,18.2,7,,2015-10-10T06:11:04,2015-10-10T18:07:46,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,43317099999"
"10.9085,76.9098",10/11/2015,34,24.2,28.3,37.3,24.2,29.9,21.4,67.9,0,0,0,,0,0,37.4,25.9,192.8,1012.5,41.5,7.5,226.5,19.4,8,,2015-10-11T06:11:05,2015-10-11T18:07:12,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/12/2015,30,22,25.7,34.1,22,26.7,22.3,82,44,100,8.33,rain,0,0,21.2,11.2,20.3,1013.7,68.1,5.1,173.2,14.9,7,,2015-10-12T06:11:07,2015-10-12T18:06:39,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOCB,43321099999,43317099999"
"10.9085,76.9098",10/13/2015,32.1,24,27.6,34.9,24,28.6,21.6,72,0,0,0,,0,0,28.8,13,47.7,1013.1,33.6,5.9,213.9,18.6,8,,2015-10-13T06:11:10,2015-10-13T18:06:07,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,43317099999"
"10.9085,76.9098",10/14/2015,32,23,27.3,34.9,23,28.3,20.4,67.8,0,0,0,,0,0,33.5,18.4,52.4,1013.3,34.7,4.8,260.3,22.6,9,,2015-10-14T06:11:13,2015-10-14T18:05:35,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/15/2015,33,24,28.1,34,24,28.9,19.6,61.9,0,0,0,,0,0,27.7,9.4,38.4,1013,23,5.2,265.7,23,9,,2015-10-15T06:11:16,2015-10-15T18:05:04,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/16/2015,33,23,27.6,34.6,23,28.8,20.4,66.4,0,0,0,,0,0,27,16.6,62.4,1012.7,34.2,4.7,252.9,21.8,8,,2015-10-16T06:11:20,2015-10-16T18:04:33,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/17/2015,32.2,24,27.8,33.8,24,28.6,20.6,66.9,0,0,0,,0,0,29.5,18.4,59.5,1013.1,38.9,4.1,255,22.1,8,,2015-10-17T06:11:24,2015-10-17T18:04:03,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/18/2015,33,25,28.7,34,25,29.4,19.7,60.6,0,0,0,,0,0,32.4,16.6,70.7,1013.9,49.8,4.9,241.8,20.8,9,,2015-10-18T06:11:29,2015-10-18T18:03:33,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/19/2015,32,24.9,28.2,35.8,24.9,29.9,22,70.3,0,0,0,,0,0,34.2,22.3,53.5,1013.6,46.4,4.6,216.7,18.8,8,,2015-10-19T06:11:34,2015-10-19T18:03:05,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,43317099999"
"10.9085,76.9098",10/20/2015,33,24,27.6,37,24,29.1,21.9,72.9,0.8,100,8.33,rain,0,0,34.6,11.2,20.8,1012.4,53.3,5.1,220.4,19.1,8,,2015-10-20T06:11:40,2015-10-20T18:02:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOCB,43321099999,remote,43317099999"
"10.9085,76.9098",10/21/2015,32.8,24,27.9,35.1,24,29.3,21.5,70.1,0.1,100,4.17,rain,0,0,30.6,16.6,40.9,1011.6,36.5,5.1,234.6,20.2,8,,2015-10-21T06:11:47,2015-10-21T18:02:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOCB,43321099999,remote,43317099999"
